Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-06-11,S003,P0002,Clothing,East,107,204,171,183.6,86.17,20,Sunny,0,96.0,Summer
2023-06-12,S003,P0002,Clothing,East,438,168,197,171.66,88.0,10,Rainy,0,80.66,Summer
2023-06-13,S003,P0002,Clothing,East,155,176,37,165.2,86.66,15,Cloudy,0,87.86,Summer
2023-06-14,S003,P0002,Clothing,East,384,148,66,139.99,87.94,15,Rainy,0,80.06,Summer
2023-06-15,S003,P0002,Clothing,East,398,273,194,261.86,89.6,10,Sunny,1,98.54,Summer
2023-06-16,S003,P0002,Clothing,East,121,144,19,138.17,90.53,0,Snowy,0,90.11,Summer
2023-06-17,S003,P0002,Clothing,East,464,222,153,234.55,84.64,10,Rainy,0,81.11,Summer
2023-06-18,S003,P0002,Clothing,East,208,181,13,189.02,89.48,5,Rainy,0,80.18,Summer
2023-06-19,S003,P0002,Clothing,East,179,169,153,172.33,89.82,20,Sunny,0,95.13,Summer
2023-06-20,S003,P0002,Clothing,East,267,145,165,145.57,90.0,15,Sunny,0,92.84,Summer
2023-06-21,S003,P0002,Clothing,East,115,170,22,183.12,82.97,0,Snowy,0,82.01,Summer
2023-06-22,S003,P0002,Clothing,East,154,145,33,149.95,85.44,5,Rainy,0,93.29,Summer
2023-06-23,S003,P0002,Clothing,East,296,180,65,186.62,88.53,5,Sunny,0,90.57,Summer
2023-06-24,S003,P0002,Clothing,East,125,211,26,193.31,85.59,10,Cloudy,0,85.0,Summer
2023-06-25,S003,P0002,Clothing,East,164,213,40,205.58,87.32,0,Rainy,0,85.26,Summer
2023-06-26,S003,P0002,Clothing,East,484,165,54,158.26,84.34,15,Cloudy,0,76.93,Summer
2023-06-27,S003,P0002,Clothing,East,417,155,45,140.21,88.97,10,Snowy,0,79.06,Summer
2023-06-28,S003,P0002,Clothing,East,71,228,67,242.32,88.96,0,Snowy,1,96.64,Summer
2023-06-29,S003,P0002,Clothing,East,227,155,166,160.63,89.76,20,Rainy,0,88.63,Summer
2023-06-30,S003,P0002,Clothing,East,123,157,170,158.95,85.66,15,Cloudy,0,92.05,Summer
2023-07-01,S003,P0002,Clothing,East,410,188,184,190.47,84.88,15,Snowy,0,82.97,Summer
2023-07-02,S003,P0002,Clothing,East,130,223,114,239.99,84.68,10,Sunny,0,86.49,Summer
2023-07-03,S003,P0002,Clothing,East,359,151,86,154.09,87.37,0,Rainy,0,87.66,Summer
2023-07-04,S003,P0002,Clothing,East,414,171,94,179.28,87.73,15,Snowy,0,91.12,Summer
2023-07-05,S003,P0002,Clothing,East,262,252,180,270.5,86.11,10,Snowy,1,77.86,Summer
2023-07-06,S003,P0002,Clothing,East,140,171,37,165.05,83.04,10,Sunny,0,88.16,Summer
2023-07-07,S003,P0002,Clothing,East,278,229,3,240.82,91.05,20,Snowy,1,93.95,Summer
2023-07-08,S003,P0002,Clothing,East,330,187,65,174.0,86.3,10,Cloudy,0,84.66,Summer
2023-07-09,S003,P0002,Clothing,East,399,179,192,190.22,83.05,5,Rainy,0,85.14,Summer
2023-07-10,S003,P0002,Clothing,East,180,146,10,150.95,83.39,0,Snowy,0,77.72,Summer
2023-07-11,S003,P0002,Clothing,East,362,170,172,164.14,90.8,15,Snowy,0,86.0,Summer
2023-07-12,S003,P0002,Clothing,East,478,176,91,188.24,83.13,0,Sunny,0,89.17,Summer
2023-07-13,S003,P0002,Clothing,East,453,178,84,178.17,85.34,5,Snowy,0,77.93,Summer
2023-07-14,S003,P0002,Clothing,East,267,148,189,155.07,91.09,5,Rainy,0,96.44,Summer
2023-07-15,S003,P0002,Clothing,East,124,301,122,286.19,88.17,15,Rainy,1,95.87,Summer
2023-07-16,S003,P0002,Clothing,East,141,252,98,266.18,85.59,20,Sunny,1,91.24,Summer
2023-07-17,S003,P0002,Clothing,East,207,169,42,156.18,90.35,10,Rainy,0,89.14,Summer
2023-07-18,S003,P0002,Clothing,East,472,170,0,155.05,90.08,0,Sunny,0,84.21,Summer
2023-07-19,S003,P0002,Clothing,East,211,173,177,181.82,87.23,10,Cloudy,0,96.41,Summer
2023-07-20,S003,P0002,Clothing,East,360,188,179,204.27,91.49,15,Snowy,0,99.39,Summer
2023-07-21,S003,P0002,Clothing,East,67,147,125,139.15,85.72,15,Cloudy,0,90.17,Summer
2023-07-22,S003,P0002,Clothing,East,137,190,12,194.67,83.99,0,Sunny,0,75.98,Summer
2023-07-23,S003,P0002,Clothing,East,351,214,77,204.85,84.96,5,Cloudy,0,84.81,Summer
2023-07-24,S003,P0002,Clothing,East,194,144,188,134.05,88.9,10,Sunny,0,89.11,Summer
2023-07-25,S003,P0002,Clothing,East,465,239,24,253.39,84.35,0,Sunny,1,75.82,Summer
2023-07-26,S003,P0002,Clothing,East,63,161,121,148.76,88.76,20,Snowy,0,86.0,Summer
2023-07-27,S003,P0002,Clothing,East,246,176,199,173.98,88.89,15,Rainy,0,82.56,Summer
2023-07-28,S003,P0002,Clothing,East,392,170,104,185.3,89.39,20,Snowy,0,80.4,Summer
2023-07-29,S003,P0002,Clothing,East,148,196,72,177.15,85.23,5,Rainy,0,90.36,Summer
2023-07-30,S003,P0002,Clothing,East,180,182,14,177.94,87.97,10,Rainy,0,80.14,Summer
2023-07-31,S003,P0002,Clothing,East,219,152,118,152.1,83.32,10,Sunny,0,79.39,Summer
2023-08-01,S003,P0002,Clothing,East,102,183,43,193.05,87.33,20,Sunny,0,86.58,Summer
2023-08-02,S003,P0002,Clothing,East,279,166,104,166.53,88.53,15,Snowy,0,82.51,Summer
2023-08-03,S003,P0002,Clothing,East,244,158,73,143.58,88.26,15,Cloudy,0,88.49,Summer
2023-08-04,S003,P0002,Clothing,East,465,175,35,171.28,83.54,5,Cloudy,0,81.45,Summer
2023-08-05,S003,P0002,Clothing,East,422,220,185,237.57,84.95,0,Cloudy,0,88.43,Summer
2023-08-06,S003,P0002,Clothing,East,465,175,102,182.94,87.11,5,Sunny,0,90.7,Summer
2023-08-07,S003,P0002,Clothing,East,230,135,74,131.96,83.88,5,Cloudy,0,83.39,Summer
2023-08-08,S003,P0002,Clothing,East,193,148,24,136.43,84.95,20,Rainy,0,88.5,Summer
2023-08-09,S003,P0002,Clothing,East,194,160,140,161.77,88.43,5,Sunny,0,89.03,Summer
2023-08-10,S003,P0002,Clothing,East,180,172,0,182.71,89.63,0,Snowy,0,79.72,Summer
2023-08-11,S003,P0002,Clothing,East,351,166,137,178.54,83.53,0,Cloudy,0,84.61,Summer
2023-08-12,S003,P0002,Clothing,East,296,210,132,224.88,88.96,5,Sunny,0,85.15,Summer
2023-08-13,S003,P0002,Clothing,East,446,178,22,167.41,87.17,15,Snowy,0,90.62,Summer
2023-08-14,S003,P0002,Clothing,East,92,172,101,171.05,85.21,0,Sunny,0,88.27,Summer
2023-08-15,S003,P0002,Clothing,East,92,155,65,169.37,87.05,10,Sunny,0,92.35,Summer
2023-08-16,S003,P0002,Clothing,East,478,160,13,161.09,84.89,15,Snowy,0,93.97,Summer
2023-08-17,S003,P0002,Clothing,East,440,150,159,136.26,84.07,20,Rainy,0,78.44,Summer
2023-08-18,S003,P0002,Clothing,East,449,143,4,151.74,85.48,0,Rainy,0,76.61,Summer
2023-08-19,S003,P0002,Clothing,East,169,179,78,176.29,85.03,5,Snowy,0,94.26,Summer
2023-08-20,S003,P0002,Clothing,East,170,220,120,235.88,89.13,15,Sunny,0,97.15,Summer
2023-08-21,S003,P0002,Clothing,East,496,166,149,166.92,83.96,10,Rainy,0,86.36,Summer
2023-08-22,S003,P0002,Clothing,East,311,171,26,184.6,84.06,0,Sunny,0,76.41,Summer
2023-08-23,S003,P0002,Clothing,East,390,141,103,141.27,83.57,10,Rainy,0,86.44,Summer
2023-08-24,S003,P0002,Clothing,East,291,164,146,178.48,83.7,0,Snowy,0,81.43,Summer
2023-08-25,S003,P0002,Clothing,East,230,230,187,246.83,91.03,20,Sunny,1,99.01,Summer
2023-08-26,S003,P0002,Clothing,East,57,184,111,200.76,90.11,10,Rainy,0,95.47,Summer
2023-08-27,S003,P0002,Clothing,East,370,173,14,185.06,88.74,10,Sunny,0,91.91,Summer
2023-08-28,S003,P0002,Clothing,East,426,171,98,172.79,87.99,5,Rainy,0,95.18,Summer
2023-08-29,S003,P0002,Clothing,East,387,169,154,179.21,83.18,5,Cloudy,0,79.88,Summer
2023-08-30,S003,P0002,Clothing,East,123,170,84,173.44,90.4,0,Snowy,0,92.6,Summer
2023-08-31,S003,P0002,Clothing,East,371,178,52,160.53,90.68,20,Snowy,0,86.74,Summer
2023-09-01,S003,P0002,Clothing,East,455,97,14,94.32,89.69,10,Snowy,0,89.34,Autumn
2023-09-02,S003,P0002,Clothing,East,189,132,76,140.47,89.53,0,Sunny,0,92.79,Autumn
2023-09-03,S003,P0002,Clothing,East,257,124,94,128.1,90.24,5,Cloudy,0,100.53,Autumn
2023-09-04,S003,P0002,Clothing,East,462,145,100,136.81,87.41,10,Rainy,1,85.62,Autumn
2023-09-05,S003,P0002,Clothing,East,68,171,144,159.22,85.38,20,Snowy,1,85.91,Autumn
2023-09-06,S003,P0002,Clothing,East,332,94,75,100.01,86.76,15,Snowy,0,83.59,Autumn
2023-09-07,S003,P0002,Clothing,East,450,108,160,114.9,83.75,20,Cloudy,0,80.79,Autumn
2023-09-08,S003,P0002,Clothing,East,360,85,64,84.07,90.86,15,Snowy,0,99.45,Autumn
2023-09-09,S003,P0002,Clothing,East,54,165,68,169.78,90.56,20,Rainy,1,90.64,Autumn
2023-09-10,S003,P0002,Clothing,East,147,111,104,113.31,86.63,0,Snowy,0,83.71,Autumn
2023-09-11,S003,P0002,Clothing,East,380,95,29,101.03,86.85,5,Sunny,0,87.74,Autumn
2023-09-12,S003,P0002,Clothing,East,363,93,27,94.49,90.84,20,Rainy,0,95.57,Autumn
2023-09-13,S003,P0002,Clothing,East,64,101,131,99.73,89.17,0,Cloudy,0,92.83,Autumn
2023-09-14,S003,P0002,Clothing,East,489,108,52,100.53,86.04,15,Rainy,0,93.11,Autumn
2023-09-15,S003,P0002,Clothing,East,237,111,120,100.39,84.99,15,Sunny,0,94.7,Autumn
2023-09-16,S003,P0002,Clothing,East,345,126,75,135.7,87.45,0,Snowy,0,85.02,Autumn
2023-09-17,S003,P0002,Clothing,East,64,131,22,141.55,88.92,10,Cloudy,0,87.24,Autumn
2023-09-18,S003,P0002,Clothing,East,186,125,114,136.52,89.78,10,Snowy,0,90.2,Autumn
2023-09-19,S003,P0002,Clothing,East,188,120,147,124.69,87.02,5,Snowy,0,88.48,Autumn
2023-09-20,S003,P0002,Clothing,East,475,105,179,110.21,90.11,15,Cloudy,0,83.9,Autumn
2023-09-21,S003,P0002,Clothing,East,344,103,169,106.05,85.28,0,Snowy,0,80.93,Autumn
2023-09-22,S003,P0002,Clothing,East,372,105,111,109.47,85.59,15,Snowy,0,86.03,Autumn
2023-09-23,S003,P0002,Clothing,East,60,203,81,200.53,84.18,10,Snowy,1,81.61,Autumn
2023-09-24,S003,P0002,Clothing,East,290,129,67,119.12,89.41,0,Cloudy,0,86.99,Autumn
2023-09-25,S003,P0002,Clothing,East,492,181,122,178.83,87.29,0,Rainy,1,78.03,Autumn
2023-09-26,S003,P0002,Clothing,East,202,157,145,170.65,86.04,10,Cloudy,1,81.65,Autumn
2023-09-27,S003,P0002,Clothing,East,70,98,121,89.22,84.88,20,Snowy,0,78.94,Autumn
2023-09-28,S003,P0002,Clothing,East,251,103,39,107.45,88.76,5,Rainy,0,91.64,Autumn
2023-09-29,S003,P0002,Clothing,East,394,113,130,108.24,86.13,5,Sunny,0,83.9,Autumn
2023-09-30,S003,P0002,Clothing,East,139,170,161,164.02,88.97,20,Snowy,1,95.78,Autumn
2023-10-01,S003,P0002,Clothing,East,370,115,159,109.87,83.9,0,Snowy,0,82.84,Autumn
2023-10-02,S003,P0002,Clothing,East,414,96,172,102.31,89.95,10,Cloudy,0,82.35,Autumn
2023-10-03,S003,P0002,Clothing,East,407,107,142,111.1,91.13,15,Rainy,0,88.63,Autumn
2023-10-04,S003,P0002,Clothing,East,76,123,73,125.19,84.47,20,Rainy,0,90.74,Autumn
2023-10-05,S003,P0002,Clothing,East,139,151,130,159.46,89.97,20,Sunny,1,86.22,Autumn
2023-10-06,S003,P0002,Clothing,East,443,99,24,104.11,86.69,15,Cloudy,0,77.15,Autumn
2023-10-07,S003,P0002,Clothing,East,327,138,83,144.18,89.25,15,Cloudy,0,98.44,Autumn
2023-10-08,S003,P0002,Clothing,East,148,125,84,113.26,82.91,0,Rainy,0,81.9,Autumn
2023-10-09,S003,P0002,Clothing,East,477,116,181,126.9,87.14,5,Snowy,0,89.72,Autumn
2023-10-10,S003,P0002,Clothing,East,330,109,52,106.48,86.6,20,Cloudy,0,93.27,Autumn
2023-10-11,S003,P0002,Clothing,East,84,108,182,106.59,86.52,20,Sunny,0,84.11,Autumn
2023-10-12,S003,P0002,Clothing,East,401,100,17,99.35,85.16,20,Rainy,0,76.95,Autumn
2023-10-13,S003,P0002,Clothing,East,427,108,169,114.12,88.4,5,Cloudy,0,83.42,Autumn
2023-10-14,S003,P0002,Clothing,East,445,195,129,188.04,86.18,5,Sunny,1,81.92,Autumn
2023-10-15,S003,P0002,Clothing,East,362,215,4,211.41,90.33,20,Rainy,1,85.73,Autumn
2023-10-16,S003,P0002,Clothing,East,407,157,175,166.47,88.7,0,Cloudy,1,87.56,Autumn
2023-10-17,S003,P0002,Clothing,East,52,107,126,107.61,90.66,15,Sunny,0,99.51,Autumn
2023-10-18,S003,P0002,Clothing,East,124,109,90,105.54,89.08,0,Rainy,0,86.52,Autumn
2023-10-19,S003,P0002,Clothing,East,218,91,193,82.29,83.58,5,Cloudy,0,91.87,Autumn
2023-10-20,S003,P0002,Clothing,East,329,100,88,105.48,88.54,0,Sunny,0,96.8,Autumn
2023-10-21,S003,P0002,Clothing,East,275,134,77,142.58,83.86,15,Rainy,0,86.16,Autumn
2023-10-22,S003,P0002,Clothing,East,82,145,92,142.7,83.04,0,Sunny,0,91.6,Autumn
2023-10-23,S003,P0002,Clothing,East,248,130,20,128.3,91.44,5,Snowy,1,84.13,Autumn
2023-10-24,S003,P0002,Clothing,East,433,109,82,107.01,84.78,5,Sunny,0,76.02,Autumn
2023-10-25,S003,P0002,Clothing,East,185,106,73,96.66,88.99,10,Snowy,0,84.47,Autumn
2023-10-26,S003,P0002,Clothing,East,81,147,45,150.95,85.97,10,Rainy,1,83.4,Autumn
2023-10-27,S003,P0002,Clothing,East,357,178,53,182.72,86.29,20,Rainy,1,76.32,Autumn
2023-10-28,S003,P0002,Clothing,East,386,197,65,207.37,87.88,10,Rainy,1,81.89,Autumn
2023-10-29,S003,P0002,Clothing,East,185,134,34,125.62,85.3,15,Sunny,0,87.41,Autumn
2023-10-30,S003,P0002,Clothing,East,386,104,76,97.7,89.84,0,Sunny,0,97.6,Autumn
2023-10-31,S003,P0002,Clothing,East,279,110,180,111.45,88.57,0,Cloudy,0,80.58,Autumn
2023-11-01,S003,P0002,Clothing,East,205,163,174,157.47,83.86,0,Sunny,0,79.26,Autumn
2023-11-02,S003,P0002,Clothing,East,402,169,54,153.05,86.52,10,Sunny,0,87.91,Autumn
2023-11-03,S003,P0002,Clothing,East,128,146,156,143.69,87.5,15,Rainy,0,92.81,Autumn
2023-11-04,S003,P0002,Clothing,East,391,203,60,195.44,90.7,0,Rainy,0,88.65,Autumn
2023-11-05,S003,P0002,Clothing,East,91,187,9,191.4,88.66,0,Sunny,0,94.06,Autumn
2023-11-06,S003,P0002,Clothing,East,327,184,179,199.2,90.31,20,Cloudy,0,97.82,Autumn
2023-11-07,S003,P0002,Clothing,East,136,172,45,186.95,89.91,5,Sunny,0,82.83,Autumn
2023-11-08,S003,P0002,Clothing,East,137,159,50,155.22,87.36,5,Snowy,0,90.91,Autumn
2023-11-09,S003,P0002,Clothing,East,416,145,60,138.86,90.87,20,Sunny,0,96.26,Autumn
2023-11-10,S003,P0002,Clothing,East,372,153,78,152.4,90.65,10,Rainy,0,80.25,Autumn
2023-11-11,S003,P0002,Clothing,East,71,164,129,152.92,89.31,15,Snowy,0,98.56,Autumn
2023-11-12,S003,P0002,Clothing,East,379,204,24,222.13,90.56,0,Cloudy,0,95.17,Autumn
2023-11-13,S003,P0002,Clothing,East,90,157,46,155.27,89.03,20,Snowy,0,97.55,Autumn
2023-11-14,S003,P0002,Clothing,East,91,161,6,151.14,82.86,10,Sunny,0,87.05,Autumn
2023-11-15,S003,P0002,Clothing,East,199,181,84,171.09,83.88,5,Cloudy,0,84.24,Autumn
2023-11-16,S003,P0002,Clothing,East,103,149,67,148.97,89.87,20,Rainy,0,90.41,Autumn
2023-11-17,S003,P0002,Clothing,East,315,233,157,255.78,85.65,15,Rainy,1,88.44,Autumn
2023-11-18,S003,P0002,Clothing,East,98,177,151,190.99,89.66,15,Cloudy,0,93.51,Autumn
2023-11-19,S003,P0002,Clothing,East,315,306,124,282.86,84.63,5,Snowy,1,77.3,Autumn
2023-11-20,S003,P0002,Clothing,East,366,247,165,245.81,82.99,0,Sunny,1,85.39,Autumn
2023-11-21,S003,P0002,Clothing,East,237,174,25,169.73,86.35,0,Rainy,0,78.97,Autumn
2023-11-22,S003,P0002,Clothing,East,162,163,185,149.42,88.93,15,Rainy,0,84.46,Autumn
2023-11-23,S003,P0002,Clothing,East,279,171,47,154.13,85.83,20,Cloudy,0,82.98,Autumn
2023-11-24,S003,P0002,Clothing,East,474,169,4,182.38,83.5,15,Sunny,0,85.09,Autumn
2023-11-25,S003,P0002,Clothing,East,300,200,19,204.51,85.62,5,Snowy,0,77.52,Autumn
2023-11-26,S003,P0002,Clothing,East,292,205,65,189.93,83.82,15,Snowy,0,84.24,Autumn
2023-11-27,S003,P0002,Clothing,East,67,151,90,158.75,86.03,15,Sunny,0,79.3,Autumn
2023-11-28,S003,P0002,Clothing,East,117,224,36,233.66,82.94,0,Sunny,1,79.21,Autumn
2023-11-29,S003,P0002,Clothing,East,67,152,139,146.78,90.55,5,Sunny,0,101.24,Autumn
2023-11-30,S003,P0002,Clothing,East,466,159,148,170.86,88.46,10,Snowy,0,90.41,Autumn
2023-12-01,S003,P0002,Clothing,East,74,254,166,233.09,86.98,5,Rainy,1,82.71,Winter
2023-12-02,S003,P0002,Clothing,East,202,223,64,225.52,90.24,15,Cloudy,0,98.58,Winter
2023-12-03,S003,P0002,Clothing,East,113,221,10,205.74,83.8,0,Sunny,0,80.18,Winter
2023-12-04,S003,P0002,Clothing,East,178,236,57,222.49,83.14,10,Sunny,1,75.97,Winter
2023-12-05,S003,P0002,Clothing,East,130,153,185,149.9,88.02,0,Sunny,0,90.23,Winter
2023-12-06,S003,P0002,Clothing,East,109,148,179,158.02,85.3,15,Rainy,0,76.99,Winter
2023-12-07,S003,P0002,Clothing,East,75,167,169,162.6,83.83,10,Snowy,0,75.26,Winter
2023-12-08,S003,P0002,Clothing,East,121,170,190,186.63,84.16,20,Snowy,0,76.6,Winter
2023-12-09,S003,P0002,Clothing,East,391,229,125,232.53,85.15,10,Cloudy,0,84.37,Winter
2023-12-10,S003,P0002,Clothing,East,347,192,84,184.99,90.83,15,Sunny,0,81.97,Winter
2023-12-11,S003,P0002,Clothing,East,420,136,155,127.79,89.7,15,Rainy,0,92.37,Winter
2023-12-12,S003,P0002,Clothing,East,318,147,24,138.68,85.87,5,Rainy,0,87.17,Winter
2023-12-13,S003,P0002,Clothing,East,204,182,142,172.13,84.0,10,Cloudy,0,93.81,Winter
2023-12-14,S003,P0002,Clothing,East,349,191,179,196.29,91.08,20,Cloudy,0,95.63,Winter
2023-12-15,S003,P0002,Clothing,East,121,168,160,178.39,88.66,5,Sunny,0,95.74,Winter
2023-12-16,S003,P0002,Clothing,East,299,189,58,170.78,88.87,5,Cloudy,0,98.63,Winter
2023-12-17,S003,P0002,Clothing,East,87,290,71,296.64,82.85,20,Snowy,1,87.46,Winter
2023-12-18,S003,P0002,Clothing,East,454,159,119,161.84,88.41,0,Cloudy,0,95.53,Winter
2023-12-19,S003,P0002,Clothing,East,259,142,40,131.41,87.18,0,Rainy,0,87.31,Winter
2023-12-20,S003,P0002,Clothing,East,479,151,24,148.68,83.0,15,Snowy,0,85.82,Winter
2023-12-21,S003,P0002,Clothing,East,328,141,188,127.36,85.11,0,Snowy,0,91.47,Winter
2023-12-22,S003,P0002,Clothing,East,474,140,3,153.13,89.55,0,Snowy,0,84.87,Winter
2023-12-23,S003,P0002,Clothing,East,197,169,101,178.33,82.97,15,Snowy,0,84.94,Winter
2023-12-24,S003,P0002,Clothing,East,284,183,162,172.84,86.77,0,Cloudy,0,83.71,Winter
2023-12-25,S003,P0002,Clothing,East,290,162,74,164.41,91.34,15,Rainy,0,102.11,Winter
2023-12-26,S003,P0002,Clothing,East,363,169,44,175.4,88.12,5,Rainy,0,84.72,Winter
2023-12-27,S003,P0002,Clothing,East,481,161,89,160.59,84.95,15,Cloudy,0,76.53,Winter
2023-12-28,S003,P0002,Clothing,East,254,160,126,173.66,87.72,5,Snowy,0,88.0,Winter
2023-12-29,S003,P0002,Clothing,East,491,150,130,157.19,90.78,5,Rainy,0,98.84,Winter
2023-12-30,S003,P0002,Clothing,East,422,183,90,175.46,86.47,15,Snowy,0,93.48,Winter
2023-12-31,S003,P0002,Clothing,East,198,199,71,209.01,85.78,0,Snowy,0,87.56,Winter
2023-01-01,S003,P0003,Food,East,187,158,10,172.71,105.88,10,Snowy,0,104.87,Winter
2023-01-02,S003,P0003,Food,East,456,134,44,143.15,106.5,5,Cloudy,0,110.12,Winter
2023-01-03,S003,P0003,Food,East,55,132,41,138.05,109.88,15,Snowy,0,100.88,Winter
2023-01-04,S003,P0003,Food,East,429,117,63,107.31,102.24,20,Cloudy,0,104.85,Winter
2023-01-05,S003,P0003,Food,East,249,104,12,112.29,101.08,15,Sunny,0,99.29,Winter
2023-01-06,S003,P0003,Food,East,381,106,103,106.18,108.89,0,Sunny,0,118.15,Winter
2023-01-07,S003,P0003,Food,East,286,157,131,143.51,102.62,5,Sunny,0,114.08,Winter
2023-01-08,S003,P0003,Food,East,437,144,121,141.4,103.27,10,Snowy,0,102.46,Winter
2023-01-09,S003,P0003,Food,East,178,129,147,119.0,103.17,15,Snowy,0,107.9,Winter
2023-01-10,S003,P0003,Food,East,70,120,105,124.23,108.48,15,Snowy,0,102.48,Winter
2023-01-11,S003,P0003,Food,East,423,166,172,177.52,103.09,10,Rainy,1,100.65,Winter
2023-01-12,S003,P0003,Food,East,223,118,89,110.14,106.19,15,Sunny,0,104.6,Winter
2023-01-13,S003,P0003,Food,East,115,169,66,166.02,101.82,20,Snowy,1,108.14,Winter
2023-01-14,S003,P0003,Food,East,485,227,181,235.87,105.53,15,Snowy,1,105.11,Winter
2023-01-15,S003,P0003,Food,East,393,140,70,142.43,101.93,15,Sunny,0,109.48,Winter
2023-01-16,S003,P0003,Food,East,174,119,130,110.63,105.97,5,Rainy,0,102.58,Winter
2023-01-17,S003,P0003,Food,East,63,146,4,142.12,100.51,10,Sunny,0,107.76,Winter
2023-01-18,S003,P0003,Food,East,186,121,0,128.54,103.49,10,Snowy,0,102.67,Winter
2023-01-19,S003,P0003,Food,East,89,114,186,113.12,104.8,10,Snowy,0,97.56,Winter
2023-01-20,S003,P0003,Food,East,327,111,62,105.06,104.53,20,Sunny,0,117.07,Winter
2023-01-21,S003,P0003,Food,East,435,135,21,144.14,104.42,0,Snowy,0,100.16,Winter
2023-01-22,S003,P0003,Food,East,348,149,199,136.7,105.31,20,Rainy,0,112.55,Winter
2023-01-23,S003,P0003,Food,East,235,134,174,130.03,102.38,0,Snowy,0,103.99,Winter
2023-01-24,S003,P0003,Food,East,273,128,63,135.49,105.04,15,Rainy,0,95.37,Winter
2023-01-25,S003,P0003,Food,East,137,107,49,115.55,109.54,10,Snowy,0,121.25,Winter
2023-01-26,S003,P0003,Food,East,103,165,53,173.61,110.33,15,Snowy,1,110.82,Winter
2023-01-27,S003,P0003,Food,East,378,134,79,137.55,102.77,20,Sunny,0,111.85,Winter
2023-01-28,S003,P0003,Food,East,385,160,141,157.68,104.1,5,Snowy,0,104.87,Winter
2023-01-29,S003,P0003,Food,East,344,147,2,152.75,105.97,5,Cloudy,0,113.24,Winter
2023-01-30,S003,P0003,Food,East,332,114,129,116.79,108.88,0,Cloudy,0,98.46,Winter
2023-01-31,S003,P0003,Food,East,226,121,131,132.34,103.43,0,Cloudy,0,105.41,Winter
2023-02-01,S003,P0003,Food,East,109,203,111,210.8,102.47,5,Snowy,1,106.6,Winter
2023-02-02,S003,P0003,Food,East,296,114,11,117.7,102.02,0,Sunny,0,102.01,Winter
2023-02-03,S003,P0003,Food,East,426,122,72,117.44,104.84,15,Snowy,0,101.76,Winter
2023-02-04,S003,P0003,Food,East,113,147,147,157.93,110.64,10,Rainy,0,119.5,Winter
2023-02-05,S003,P0003,Food,East,359,206,119,192.75,102.34,20,Rainy,1,109.15,Winter
2023-02-06,S003,P0003,Food,East,204,116,152,117.35,107.85,5,Sunny,0,112.6,Winter
2023-02-07,S003,P0003,Food,East,321,127,193,114.54,110.43,20,Sunny,0,117.56,Winter
2023-02-08,S003,P0003,Food,East,337,115,65,109.52,109.12,15,Cloudy,0,96.4,Winter
2023-02-09,S003,P0003,Food,East,316,129,118,131.28,102.41,5,Rainy,0,103.83,Winter
2023-02-10,S003,P0003,Food,East,341,127,39,124.58,102.92,5,Cloudy,0,101.33,Winter
2023-02-11,S003,P0003,Food,East,248,170,190,172.73,100.77,5,Snowy,0,101.46,Winter
2023-02-12,S003,P0003,Food,East,154,136,84,126.72,101.12,20,Sunny,0,108.31,Winter
2023-02-13,S003,P0003,Food,East,188,132,23,127.59,109.7,10,Cloudy,0,111.2,Winter
2023-02-14,S003,P0003,Food,East,185,173,16,176.99,102.87,10,Snowy,1,112.05,Winter
2023-02-15,S003,P0003,Food,East,247,118,111,120.82,108.11,10,Rainy,0,104.84,Winter
2023-02-16,S003,P0003,Food,East,297,130,152,126.28,106.43,20,Rainy,0,110.23,Winter
2023-02-17,S003,P0003,Food,East,137,122,139,112.95,106.97,0,Snowy,0,101.39,Winter
2023-02-18,S003,P0003,Food,East,396,162,21,164.11,101.85,20,Cloudy,0,99.96,Winter
2023-02-19,S003,P0003,Food,East,491,127,180,125.99,110.43,15,Rainy,0,119.02,Winter
2023-02-20,S003,P0003,Food,East,215,119,125,115.29,103.38,20,Snowy,0,96.27,Winter
2023-02-21,S003,P0003,Food,East,152,129,19,133.56,109.94,5,Cloudy,0,99.8,Winter
2023-02-22,S003,P0003,Food,East,492,124,103,133.18,108.26,10,Snowy,0,114.17,Winter
2023-02-23,S003,P0003,Food,East,107,107,168,115.11,100.18,20,Cloudy,0,105.42,Winter
2023-02-24,S003,P0003,Food,East,204,177,46,170.0,106.36,5,Rainy,1,108.23,Winter
2023-02-25,S003,P0003,Food,East,145,147,151,140.86,103.79,5,Sunny,0,107.56,Winter
2023-02-26,S003,P0003,Food,East,428,126,195,120.16,103.16,20,Snowy,0,104.34,Winter
2023-02-27,S003,P0003,Food,East,227,109,5,105.82,104.34,10,Cloudy,0,102.72,Winter
2023-02-28,S003,P0003,Food,East,457,118,118,110.17,109.61,15,Snowy,0,111.95,Winter
2023-03-01,S003,P0003,Food,East,413,105,137,111.44,103.27,0,Snowy,0,100.25,Spring
2023-03-02,S003,P0003,Food,East,120,171,125,172.39,103.17,20,Sunny,1,104.35,Spring
2023-03-03,S003,P0003,Food,East,101,125,175,130.35,100.43,20,Cloudy,0,106.98,Spring
2023-03-04,S003,P0003,Food,East,259,150,174,156.51,101.97,10,Cloudy,0,99.33,Spring
